InstanceType,AcceleratorName,AcceleratorCount,vCPUs,MemoryGiB,Region,SpotPrice,Price,AvailabilityZone,GpuInfo
7x_RTX4000-Ada_SECURE,RTX4000-Ada,7.0,56.0,329.0,US,1.82,1.82,US-WA-1,"{'Gpus': [{'Name': 'RTX 4000 Ada', 'Manufacturer': 'Nvidia', 'Count': 7, 'MemoryInfo': {'SizeInMiB': 20}}], 'TotalGpuMemoryInMiB': 140}"
1x_RTX4090_SECURE,RTX4090,1.0,5.0,29.0,CA,0.69,0.69,CA-MTL-1,"{'Gpus': [{'Name': 'RTX 4090', 'Manufacturer': 'Nvidia', 'Count': 1, 'MemoryInfo': {'SizeInMiB': 24}}], 'TotalGpuMemoryInMiB': 24}"
1x_RTX4090_SECURE,RTX4090,1.0,5.0,29.0,CA,0.69,0.69,CA-MTL-2,"{'Gpus': [{'Name': 'RTX 4090', 'Manufacturer': 'Nvidia', 'Count': 1, 'MemoryInfo': {'SizeInMiB': 24}}], 'TotalGpuMemoryInMiB': 24}"
1x_RTX4090_SECURE,RTX4090,1.0,5.0,29.0,CA,0.69,0.69,CA-MTL-3,"{'Gpus': [{'Name': 'RTX 4090', 'Manufacturer': 'Nvidia', 'Count': 1, 'MemoryInfo': {'SizeInMiB': 24}}], 'TotalGpuMemoryInMiB': 24}"
1x_RTX4090_SECURE,RTX4090,1.0,5.0,29.0,CZ,0.69,0.69,EU-CZ-1,"{'Gpus': [{'Name': 'RTX 4090', 'Manufacturer': 'Nvidia', 'Count': 1, 'MemoryInfo': {'SizeInMiB': 24}}], 'TotalGpuMemoryInMiB': 24}"
1x_RTX4090_SECURE,RTX4090,1.0,5.0,29.0,RO,0.69,0.69,EU-RO-1,"{'Gpus': [{'Name': 'RTX 4090', 'Manufacturer': 'Nvidia', 'Count': 1, 'MemoryInfo': {'SizeInMiB': 24}}], 'TotalGpuMemoryInMiB': 24}"
1x_RTX4090_SECURE,RTX4090,1.0,5.0,29.0,US,0.69,0.69,US-CA-1,"{'Gpus': [{'Name': 'RTX 4090', 'Manufacturer': 'Nvidia', 'Count': 1, 'MemoryInfo': {'SizeInMiB': 24}}], 'TotalGpuMemoryInMiB': 24}"
1x_RTX4090_SECURE,RTX4090,1.0,5.0,29.0,US,0.69,0.69,US-CA-2,"{'Gpus': [{'Name': 'RTX 4090', 'Manufacturer': 'Nvidia', 'Count': 1, 'MemoryInfo': {'SizeInMiB': 24}}], 'TotalGpuMemoryInMiB': 24}"
1x_RTX4090_SECURE,RTX4090,1.0,5.0,29.0,US,0.69,0.69,US-DE-1,"{'Gpus': [{'Name': 'RTX 4090', 'Manufacturer': 'Nvidia', 'Count': 1, 'MemoryInfo': {'SizeInMiB': 24}}], 'TotalGpuMemoryInMiB': 24}"
1x_RTX4090_SECURE,RTX4090,1.0,5.0,29.0,US,0.69,0.69,US-GA-1,"{'Gpus': [{'Name': 'RTX 4090', 'Manufacturer': 'Nvidia', 'Count': 1, 'MemoryInfo': {'SizeInMiB': 24}}], 'TotalGpuMemoryInMiB': 24}"
1x_RTX4090_SECURE,RTX4090,1.0,5.0,29.0,US,0.69,0.69,US-GA-2,"{'Gpus': [{'Name': 'RTX 4090', 'Manufacturer': 'Nvidia', 'Count': 1, 'MemoryInfo': {'SizeInMiB': 24}}], 'TotalGpuMemoryInMiB': 24}"
1x_RTX4090_SECURE,RTX4090,1.0,5.0,29.0,US,0.69,0.69,US-IL-1,"{'Gpus': [{'Name': 'RTX 4090', 'Manufacturer': 'Nvidia', 'Count': 1, 'MemoryInfo': {'SizeInMiB': 24}}], 'TotalGpuMemoryInMiB': 24}"
1x_RTX4090_SECURE,RTX4090,1.0,5.0,29.0,US,0.69,0.69,US-KS-1,"{'Gpus': [{'Name': 'RTX 4090', 'Manufacturer': 'Nvidia', 'Count': 1, 'MemoryInfo': {'SizeInMiB': 24}}], 'TotalGpuMemoryInMiB': 24}"
1x_RTX4090_SECURE,RTX4090,1.0,5.0,29.0,US,0.69,0.69,US-KS-2,"{'Gpus': [{'Name': 'RTX 4090', 'Manufacturer': 'Nvidia', 'Count': 1, 'MemoryInfo': {'SizeInMiB': 24}}], 'TotalGpuMemoryInMiB': 24}"
1x_RTX4090_SECURE,RTX4090,1.0,5.0,29.0,US,0.69,0.69,US-NC-1,"{'Gpus': [{'Name': 'RTX 4090', 'Manufacturer': 'Nvidia', 'Count': 1, 'MemoryInfo': {'SizeInMiB': 24}}], 'TotalGpuMemoryInMiB': 24}"
1x_RTX4090_SECURE,RTX4090,1.0,5.0,29.0,US,0.69,0.69,US-TX-1,"{'Gpus': [{'Name': 'RTX 4090', 'Manufacturer': 'Nvidia', 'Count': 1, 'MemoryInfo': {'SizeInMiB': 24}}], 'TotalGpuMemoryInMiB': 24}"
1x_RTX4090_SECURE,RTX4090,1.0,5.0,29.0,US,0.69,0.69,US-TX-2,"{'Gpus': [{'Name': 'RTX 4090', 'Manufacturer': 'Nvidia', 'Count': 1, 'MemoryInfo': {'SizeInMiB': 24}}], 'TotalGpuMemoryInMiB': 24}"
1x_RTX4090_SECURE,RTX4090,1.0,5.0,29.0,US,0.69,0.69,US-TX-3,"{'Gpus': [{'Name': 'RTX 4090', 'Manufacturer': 'Nvidia', 'Count': 1, 'MemoryInfo': {'SizeInMiB': 24}}], 'TotalGpuMemoryInMiB': 24}"
1x_RTX4090_SECURE,RTX4090,1.0,5.0,29.0,US,0.69,0.69,US-TX-4,"{'Gpus': [{'Name': 'RTX 4090', 'Manufacturer': 'Nvidia', 'Count': 1, 'MemoryInfo': {'SizeInMiB': 24}}], 'TotalGpuMemoryInMiB': 24}"
1x_RTX4090_SECURE,RTX4090,1.0,5.0,29.0,US,0.69,0.69,US-WA-1,"{'Gpus': [{'Name': 'RTX 4090', 'Manufacturer': 'Nvidia', 'Count': 1, 'MemoryInfo': {'SizeInMiB': 24}}], 'TotalGpuMemoryInMiB': 24}"
2x_RTX4090_SECURE,RTX4090,2.0,10.0,58.0,CA,1.38,1.38,CA-MTL-1,"{'Gpus': [{'Name': 'RTX 4090', 'Manufacturer': 'Nvidia', 'Count': 2, 'MemoryInfo': {'SizeInMiB': 24}}], 'TotalGpuMemoryInMiB': 48}"
2x_RTX4090_SECURE,RTX4090,2.0,10.0,58.0,CA,1.38,1.38,CA-MTL-2,"{'Gpus': [{'Name': 'RTX 4090', 'Manufacturer': 'Nvidia', 'Count': 2, 'MemoryInfo': {'SizeInMiB': 24}}], 'TotalGpuMemoryInMiB': 48}"
2x_RTX4090_SECURE,RTX4090,2.0,10.0,58.0,CA,1.38,1.38,CA-MTL-3,"{'Gpus': [{'Name': 'RTX 4090', 'Manufacturer': 'Nvidia', 'Count': 2, 'MemoryInfo': {'SizeInMiB': 24}}], 'TotalGpuMemoryInMiB': 48}"
2x_RTX4090_SECURE,RTX4090,2.0,10.0,58.0,CZ,1.38,1.38,EU-CZ-1,"{'Gpus': [{'Name': 'RTX 4090', 'Manufacturer': 'Nvidia', 'Count': 2, 'MemoryInfo': {'SizeInMiB': 24}}], 'TotalGpuMemoryInMiB': 48}"
2x_RTX4090_SECURE,RTX4090,2.0,10.0,58.0,US,1.38,1.38,US-CA-1,"{'Gpus': [{'Name': 'RTX 4090', 'Manufacturer': 'Nvidia', 'Count': 2, 'MemoryInfo': {'SizeInMiB': 24}}], 'TotalGpuMemoryInMiB': 48}"
2x_RTX4090_SECURE,RTX4090,2.0,10.0,58.0,US,1.38,1.38,US-CA-2,"{'Gpus': [{'Name': 'RTX 4090', 'Manufacturer': 'Nvidia', 'Count': 2, 'MemoryInfo': {'SizeInMiB': 24}}], 'TotalGpuMemoryInMiB': 48}"
2x_RTX4090_SECURE,RTX4090,2.0,10.0,58.0,US,1.38,1.38,US-DE-1,"{'Gpus': [{'Name': 'RTX 4090', 'Manufacturer': 'Nvidia', 'Count': 2, 'MemoryInfo': {'SizeInMiB': 24}}], 'TotalGpuMemoryInMiB': 48}"
2x_RTX4090_SECURE,RTX4090,2.0,10.0,58.0,US,1.38,1.38,US-GA-1,"{'Gpus': [{'Name': 'RTX 4090', 'Manufacturer': 'Nvidia', 'Count': 2, 'MemoryInfo': {'SizeInMiB': 24}}], 'TotalGpuMemoryInMiB': 48}"
2x_RTX4090_SECURE,RTX4090,2.0,10.0,58.0,US,1.38,1.38,US-GA-2,"{'Gpus': [{'Name': 'RTX 4090', 'Manufacturer': 'Nvidia', 'Count': 2, 'MemoryInfo': {'SizeInMiB': 24}}], 'TotalGpuMemoryInMiB': 48}"
2x_RTX4090_SECURE,RTX4090,2.0,10.0,58.0,US,1.38,1.38,US-IL-1,"{'Gpus': [{'Name': 'RTX 4090', 'Manufacturer': 'Nvidia', 'Count': 2, 'MemoryInfo': {'SizeInMiB': 24}}], 'TotalGpuMemoryInMiB': 48}"
2x_RTX4090_SECURE,RTX4090,2.0,10.0,58.0,US,1.38,1.38,US-KS-1,"{'Gpus': [{'Name': 'RTX 4090', 'Manufacturer': 'Nvidia', 'Count': 2, 'MemoryInfo': {'SizeInMiB': 24}}], 'TotalGpuMemoryInMiB': 48}"
2x_RTX4090_SECURE,RTX4090,2.0,10.0,58.0,US,1.38,1.38,US-KS-2,"{'Gpus': [{'Name': 'RTX 4090', 'Manufacturer': 'Nvidia', 'Count': 2, 'MemoryInfo': {'SizeInMiB': 24}}], 'TotalGpuMemoryInMiB': 48}"
2x_RTX4090_SECURE,RTX4090,2.0,10.0,58.0,US,1.38,1.38,US-NC-1,"{'Gpus': [{'Name': 'RTX 4090', 'Manufacturer': 'Nvidia', 'Count': 2, 'MemoryInfo': {'SizeInMiB': 24}}], 'TotalGpuMemoryInMiB': 48}"
2x_RTX4090_SECURE,RTX4090,2.0,10.0,58.0,US,1.38,1.38,US-TX-1,"{'Gpus': [{'Name': 'RTX 4090', 'Manufacturer': 'Nvidia', 'Count': 2, 'MemoryInfo': {'SizeInMiB': 24}}], 'TotalGpuMemoryInMiB': 48}"
2x_RTX4090_SECURE,RTX4090,2.0,10.0,58.0,US,1.38,1.38,US-TX-2,"{'Gpus': [{'Name': 'RTX 4090', 'Manufacturer': 'Nvidia', 'Count': 2, 'MemoryInfo': {'SizeInMiB': 24}}], 'TotalGpuMemoryInMiB': 48}"
2x_RTX4090_SECURE,RTX4090,2.0,10.0,58.0,US,1.38,1.38,US-TX-3,"{'Gpus': [{'Name': 'RTX 4090', 'Manufacturer': 'Nvidia', 'Count': 2, 'MemoryInfo': {'SizeInMiB': 24}}], 'TotalGpuMemoryInMiB': 48}"
2x_RTX4090_SECURE,RTX4090,2.0,10.0,58.0,US,1.38,1.38,US-TX-4,"{'Gpus': [{'Name': 'RTX 4090', 'Manufacturer': 'Nvidia', 'Count': 2, 'MemoryInfo': {'SizeInMiB': 24}}], 'TotalGpuMemoryInMiB': 48}"
2x_RTX4090_SECURE,RTX4090,2.0,10.0,58.0,US,1.38,1.38,US-WA-1,"{'Gpus': [{'Name': 'RTX 4090', 'Manufacturer': 'Nvidia', 'Count': 2, 'MemoryInfo': {'SizeInMiB': 24}}], 'TotalGpuMemoryInMiB': 48}"
3x_RTX4090_SECURE,RTX4090,3.0,15.0,87.0,CA,2.07,2.07,CA-MTL-1,"{'Gpus': [{'Name': 'RTX 4090', 'Manufacturer': 'Nvidia', 'Count': 3, 'MemoryInfo': {'SizeInMiB': 24}}], 'TotalGpuMemoryInMiB': 72}"
3x_RTX4090_SECURE,RTX4090,3.0,15.0,87.0,CA,2.07,2.07,CA-MTL-2,"{'Gpus': [{'Name': 'RTX 4090', 'Manufacturer': 'Nvidia', 'Count': 3, 'MemoryInfo': {'SizeInMiB': 24}}], 'TotalGpuMemoryInMiB': 72}"
3x_RTX4090_SECURE,RTX4090,3.0,15.0,87.0,CA,2.07,2.07,CA-MTL-3,"{'Gpus': [{'Name': 'RTX 4090', 'Manufacturer': 'Nvidia', 'Count': 3, 'MemoryInfo': {'SizeInMiB': 24}}], 'TotalGpuMemoryInMiB': 72}"
3x_RTX4090_SECURE,RTX4090,3.0,15.0,87.0,US,2.07,2.07,US-CA-1,"{'Gpus': [{'Name': 'RTX 4090', 'Manufacturer': 'Nvidia', 'Count': 3, 'MemoryInfo': {'SizeInMiB': 24}}], 'TotalGpuMemoryInMiB': 72}"
3x_RTX4090_SECURE,RTX4090,3.0,15.0,87.0,US,2.07,2.07,US-CA-2,"{'Gpus': [{'Name': 'RTX 4090', 'Manufacturer': 'Nvidia', 'Count': 3, 'MemoryInfo': {'SizeInMiB': 24}}], 'TotalGpuMemoryInMiB': 72}"
3x_RTX4090_SECURE,RTX4090,3.0,15.0,87.0,US,2.07,2.07,US-DE-1,"{'Gpus': [{'Name': 'RTX 4090', 'Manufacturer': 'Nvidia', 'Count': 3, 'MemoryInfo': {'SizeInMiB': 24}}], 'TotalGpuMemoryInMiB': 72}"
3x_RTX4090_SECURE,RTX4090,3.0,15.0,87.0,US,2.07,2.07,US-GA-1,"{'Gpus': [{'Name': 'RTX 4090', 'Manufacturer': 'Nvidia', 'Count': 3, 'MemoryInfo': {'SizeInMiB': 24}}], 'TotalGpuMemoryInMiB': 72}"
3x_RTX4090_SECURE,RTX4090,3.0,15.0,87.0,US,2.07,2.07,US-GA-2,"{'Gpus': [{'Name': 'RTX 4090', 'Manufacturer': 'Nvidia', 'Count': 3, 'MemoryInfo': {'SizeInMiB': 24}}], 'TotalGpuMemoryInMiB': 72}"
3x_RTX4090_SECURE,RTX4090,3.0,15.0,87.0,US,2.07,2.07,US-IL-1,"{'Gpus': [{'Name': 'RTX 4090', 'Manufacturer': 'Nvidia', 'Count': 3, 'MemoryInfo': {'SizeInMiB': 24}}], 'TotalGpuMemoryInMiB': 72}"
3x_RTX4090_SECURE,RTX4090,3.0,15.0,87.0,US,2.07,2.07,US-KS-1,"{'Gpus': [{'Name': 'RTX 4090', 'Manufacturer': 'Nvidia', 'Count': 3, 'MemoryInfo': {'SizeInMiB': 24}}], 'TotalGpuMemoryInMiB': 72}"
3x_RTX4090_SECURE,RTX4090,3.0,15.0,87.0,US,2.07,2.07,US-KS-2,"{'Gpus': [{'Name': 'RTX 4090', 'Manufacturer': 'Nvidia', 'Count': 3, 'MemoryInfo': {'SizeInMiB': 24}}], 'TotalGpuMemoryInMiB': 72}"
3x_RTX4090_SECURE,RTX4090,3.0,15.0,87.0,US,2.07,2.07,US-NC-1,"{'Gpus': [{'Name': 'RTX 4090', 'Manufacturer': 'Nvidia', 'Count': 3, 'MemoryInfo': {'SizeInMiB': 24}}], 'TotalGpuMemoryInMiB': 72}"
3x_RTX4090_SECURE,RTX4090,3.0,15.0,87.0,US,2.07,2.07,US-TX-1,"{'Gpus': [{'Name': 'RTX 4090', 'Manufacturer': 'Nvidia', 'Count': 3, 'MemoryInfo': {'SizeInMiB': 24}}], 'TotalGpuMemoryInMiB': 72}"
3x_RTX4090_SECURE,RTX4090,3.0,15.0,87.0,US,2.07,2.07,US-TX-2,"{'Gpus': [{'Name': 'RTX 4090', 'Manufacturer': 'Nvidia', 'Count': 3, 'MemoryInfo': {'SizeInMiB': 24}}], 'TotalGpuMemoryInMiB': 72}"
3x_RTX4090_SECURE,RTX4090,3.0,15.0,87.0,US,2.07,2.07,US-TX-3,"{'Gpus': [{'Name': 'RTX 4090', 'Manufacturer': 'Nvidia', 'Count': 3, 'MemoryInfo': {'SizeInMiB': 24}}], 'TotalGpuMemoryInMiB': 72}"
3x_RTX4090_SECURE,RTX4090,3.0,15.0,87.0,US,2.07,2.07,US-TX-4,"{'Gpus': [{'Name': 'RTX 4090', 'Manufacturer': 'Nvidia', 'Count': 3, 'MemoryInfo': {'SizeInMiB': 24}}], 'TotalGpuMemoryInMiB': 72}"
3x_RTX4090_SECURE,RTX4090,3.0,15.0,87.0,US,2.07,2.07,US-WA-1,"{'Gpus': [{'Name': 'RTX 4090', 'Manufacturer': 'Nvidia', 'Count': 3, 'MemoryInfo': {'SizeInMiB': 24}}], 'TotalGpuMemoryInMiB': 72}"
4x_RTX4090_SECURE,RTX4090,4.0,20.0,116.0,CA,2.76,2.76,CA-MTL-1,"{'Gpus': [{'Name': 'RTX 4090', 'Manufacturer': 'Nvidia', 'Count': 4, 'MemoryInfo': {'SizeInMiB': 24}}], 'TotalGpuMemoryInMiB': 96}"
4x_RTX4090_SECURE,RTX4090,4.0,20.0,116.0,CA,2.76,2.76,CA-MTL-2,"{'Gpus': [{'Name': 'RTX 4090', 'Manufacturer': 'Nvidia', 'Count': 4, 'MemoryInfo': {'SizeInMiB': 24}}], 'TotalGpuMemoryInMiB': 96}"
4x_RTX4090_SECURE,RTX4090,4.0,20.0,116.0,CA,2.76,2.76,CA-MTL-3,"{'Gpus': [{'Name': 'RTX 4090', 'Manufacturer': 'Nvidia', 'Count': 4, 'MemoryInfo': {'SizeInMiB': 24}}], 'TotalGpuMemoryInMiB': 96}"
5x_RTX4090_SECURE,RTX4090,5.0,25.0,145.0,CA,3.45,3.45,CA-MTL-1,"{'Gpus': [{'Name': 'RTX 4090', 'Manufacturer': 'Nvidia', 'Count': 5, 'MemoryInfo': {'SizeInMiB': 24}}], 'TotalGpuMemoryInMiB': 120}"
5x_RTX4090_SECURE,RTX4090,5.0,25.0,145.0,CA,3.45,3.45,CA-MTL-2,"{'Gpus': [{'Name': 'RTX 4090', 'Manufacturer': 'Nvidia', 'Count': 5, 'MemoryInfo': {'SizeInMiB': 24}}], 'TotalGpuMemoryInMiB': 120}"
5x_RTX4090_SECURE,RTX4090,5.0,25.0,145.0,CA,3.45,3.45,CA-MTL-3,"{'Gpus': [{'Name': 'RTX 4090', 'Manufacturer': 'Nvidia', 'Count': 5, 'MemoryInfo': {'SizeInMiB': 24}}], 'TotalGpuMemoryInMiB': 120}"
6x_RTX4090_SECURE,RTX4090,6.0,30.0,174.0,CA,4.14,4.14,CA-MTL-1,"{'Gpus': [{'Name': 'RTX 4090', 'Manufacturer': 'Nvidia', 'Count': 6, 'MemoryInfo': {'SizeInMiB': 24}}], 'TotalGpuMemoryInMiB': 144}"
6x_RTX4090_SECURE,RTX4090,6.0,30.0,174.0,CA,4.14,4.14,CA-MTL-2,"{'Gpus': [{'Name': 'RTX 4090', 'Manufacturer': 'Nvidia', 'Count': 6, 'MemoryInfo': {'SizeInMiB': 24}}], 'TotalGpuMemoryInMiB': 144}"
6x_RTX4090_SECURE,RTX4090,6.0,30.0,174.0,CA,4.14,4.14,CA-MTL-3,"{'Gpus': [{'Name': 'RTX 4090', 'Manufacturer': 'Nvidia', 'Count': 6, 'MemoryInfo': {'SizeInMiB': 24}}], 'TotalGpuMemoryInMiB': 144}"
1x_RTX5090_SECURE,RTX5090,1.0,6.0,46.0,US,0.99,0.99,US-CA-1,"{'Gpus': [{'Name': 'RTX 5090', 'Manufacturer': 'Nvidia', 'Count': 1, 'MemoryInfo': {'SizeInMiB': 32}}], 'TotalGpuMemoryInMiB': 32}"
1x_RTX5090_SECURE,RTX5090,1.0,6.0,46.0,US,0.99,0.99,US-CA-2,"{'Gpus': [{'Name': 'RTX 5090', 'Manufacturer': 'Nvidia', 'Count': 1, 'MemoryInfo': {'SizeInMiB': 32}}], 'TotalGpuMemoryInMiB': 32}"
1x_RTX5090_SECURE,RTX5090,1.0,6.0,46.0,US,0.99,0.99,US-DE-1,"{'Gpus': [{'Name': 'RTX 5090', 'Manufacturer': 'Nvidia', 'Count': 1, 'MemoryInfo': {'SizeInMiB': 32}}], 'TotalGpuMemoryInMiB': 32}"
1x_RTX5090_SECURE,RTX5090,1.0,6.0,46.0,US,0.99,0.99,US-GA-1,"{'Gpus': [{'Name': 'RTX 5090', 'Manufacturer': 'Nvidia', 'Count': 1, 'MemoryInfo': {'SizeInMiB': 32}}], 'TotalGpuMemoryInMiB': 32}"
1x_RTX5090_SECURE,RTX5090,1.0,6.0,46.0,US,0.99,0.99,US-GA-2,"{'Gpus': [{'Name': 'RTX 5090', 'Manufacturer': 'Nvidia', 'Count': 1, 'MemoryInfo': {'SizeInMiB': 32}}], 'TotalGpuMemoryInMiB': 32}"
1x_RTX5090_SECURE,RTX5090,1.0,6.0,46.0,US,0.99,0.99,US-IL-1,"{'Gpus': [{'Name': 'RTX 5090', 'Manufacturer': 'Nvidia', 'Count': 1, 'MemoryInfo': {'SizeInMiB': 32}}], 'TotalGpuMemoryInMiB': 32}"
1x_RTX5090_SECURE,RTX5090,1.0,6.0,46.0,US,0.99,0.99,US-KS-1,"{'Gpus': [{'Name': 'RTX 5090', 'Manufacturer': 'Nvidia', 'Count': 1, 'MemoryInfo': {'SizeInMiB': 32}}], 'TotalGpuMemoryInMiB': 32}"
1x_RTX5090_SECURE,RTX5090,1.0,6.0,46.0,US,0.99,0.99,US-KS-2,"{'Gpus': [{'Name': 'RTX 5090', 'Manufacturer': 'Nvidia', 'Count': 1, 'MemoryInfo': {'SizeInMiB': 32}}], 'TotalGpuMemoryInMiB': 32}"
1x_RTX5090_SECURE,RTX5090,1.0,6.0,46.0,US,0.99,0.99,US-NC-1,"{'Gpus': [{'Name': 'RTX 5090', 'Manufacturer': 'Nvidia', 'Count': 1, 'MemoryInfo': {'SizeInMiB': 32}}], 'TotalGpuMemoryInMiB': 32}"
1x_RTX5090_SECURE,RTX5090,1.0,6.0,46.0,US,0.99,0.99,US-TX-1,"{'Gpus': [{'Name': 'RTX 5090', 'Manufacturer': 'Nvidia', 'Count': 1, 'MemoryInfo': {'SizeInMiB': 32}}], 'TotalGpuMemoryInMiB': 32}"
1x_RTX5090_SECURE,RTX5090,1.0,6.0,46.0,US,0.99,0.99,US-TX-2,"{'Gpus': [{'Name': 'RTX 5090', 'Manufacturer': 'Nvidia', 'Count': 1, 'MemoryInfo': {'SizeInMiB': 32}}], 'TotalGpuMemoryInMiB': 32}"
1x_RTX5090_SECURE,RTX5090,1.0,6.0,46.0,US,0.99,0.99,US-TX-3,"{'Gpus': [{'Name': 'RTX 5090', 'Manufacturer': 'Nvidia', 'Count': 1, 'MemoryInfo': {'SizeInMiB': 32}}], 'TotalGpuMemoryInMiB': 32}"
1x_RTX5090_SECURE,RTX5090,1.0,6.0,46.0,US,0.99,0.99,US-TX-4,"{'Gpus': [{'Name': 'RTX 5090', 'Manufacturer': 'Nvidia', 'Count': 1, 'MemoryInfo': {'SizeInMiB': 32}}], 'TotalGpuMemoryInMiB': 32}"
1x_RTX5090_SECURE,RTX5090,1.0,6.0,46.0,US,0.99,0.99,US-WA-1,"{'Gpus': [{'Name': 'RTX 5090', 'Manufacturer': 'Nvidia', 'Count': 1, 'MemoryInfo': {'SizeInMiB': 32}}], 'TotalGpuMemoryInMiB': 32}"
1x_RTXA4000_SECURE,RTXA4000,1.0,6.0,35.0,CZ,0.25,0.25,EU-CZ-1,"{'Gpus': [{'Name': 'RTX A4000', 'Manufacturer': 'Nvidia', 'Count': 1, 'MemoryInfo': {'SizeInMiB': 16}}], 'TotalGpuMemoryInMiB': 16}"
1x_RTXA4000_SECURE,RTXA4000,1.0,6.0,35.0,SE,0.25,0.25,EU-SE-1,"{'Gpus': [{'Name': 'RTX A4000', 'Manufacturer': 'Nvidia', 'Count': 1, 'MemoryInfo': {'SizeInMiB': 16}}], 'TotalGpuMemoryInMiB': 16}"
2x_RTXA4000_SECURE,RTXA4000,2.0,12.0,70.0,SE,0.5,0.5,EU-SE-1,"{'Gpus': [{'Name': 'RTX A4000', 'Manufacturer': 'Nvidia', 'Count': 2, 'MemoryInfo': {'SizeInMiB': 16}}], 'TotalGpuMemoryInMiB': 32}"
1x_RTXA5000_SECURE,RTXA5000,1.0,3.0,25.0,SE,0.27,0.27,EU-SE-1,"{'Gpus': [{'Name': 'RTX A5000', 'Manufacturer': 'Nvidia', 'Count': 1, 'MemoryInfo': {'SizeInMiB': 24}}], 'TotalGpuMemoryInMiB': 24}"
1x_RTXA6000_SECURE,RTXA6000,1.0,8.0,50.0,US,0.49,0.49,US-CA-1,"{'Gpus': [{'Name': 'RTX A6000', 'Manufacturer': 'Nvidia', 'Count': 1, 'MemoryInfo': {'SizeInMiB': 48}}], 'TotalGpuMemoryInMiB': 48}"
1x_RTXA6000_SECURE,RTXA6000,1.0,8.0,50.0,US,0.49,0.49,US-CA-2,"{'Gpus': [{'Name': 'RTX A6000', 'Manufacturer': 'Nvidia', 'Count': 1, 'MemoryInfo': {'SizeInMiB': 48}}], 'TotalGpuMemoryInMiB': 48}"
1x_RTXA6000_SECURE,RTXA6000,1.0,8.0,50.0,US,0.49,0.49,US-DE-1,"{'Gpus': [{'Name': 'RTX A6000', 'Manufacturer': 'Nvidia', 'Count': 1, 'MemoryInfo': {'SizeInMiB': 48}}], 'TotalGpuMemoryInMiB': 48}"
1x_RTXA6000_SECURE,RTXA6000,1.0,8.0,50.0,US,0.49,0.49,US-GA-1,"{'Gpus': [{'Name': 'RTX A6000', 'Manufacturer': 'Nvidia', 'Count': 1, 'MemoryInfo': {'SizeInMiB': 48}}], 'TotalGpuMemoryInMiB': 48}"
1x_RTXA6000_SECURE,RTXA6000,1.0,8.0,50.0,US,0.49,0.49,US-GA-2,"{'Gpus': [{'Name': 'RTX A6000', 'Manufacturer': 'Nvidia', 'Count': 1, 'MemoryInfo': {'SizeInMiB': 48}}], 'TotalGpuMemoryInMiB': 48}"
1x_RTXA6000_SECURE,RTXA6000,1.0,8.0,50.0,US,0.49,0.49,US-IL-1,"{'Gpus': [{'Name': 'RTX A6000', 'Manufacturer': 'Nvidia', 'Count': 1, 'MemoryInfo': {'SizeInMiB': 48}}], 'TotalGpuMemoryInMiB': 48}"
1x_RTXA6000_SECURE,RTXA6000,1.0,8.0,50.0,US,0.49,0.49,US-KS-1,"{'Gpus': [{'Name': 'RTX A6000', 'Manufacturer': 'Nvidia', 'Count': 1, 'MemoryInfo': {'SizeInMiB': 48}}], 'TotalGpuMemoryInMiB': 48}"
1x_RTXA6000_SECURE,RTXA6000,1.0,8.0,50.0,US,0.49,0.49,US-KS-2,"{'Gpus': [{'Name': 'RTX A6000', 'Manufacturer': 'Nvidia', 'Count': 1, 'MemoryInfo': {'SizeInMiB': 48}}], 'TotalGpuMemoryInMiB': 48}"
1x_RTXA6000_SECURE,RTXA6000,1.0,8.0,50.0,US,0.49,0.49,US-NC-1,"{'Gpus': [{'Name': 'RTX A6000', 'Manufacturer': 'Nvidia', 'Count': 1, 'MemoryInfo': {'SizeInMiB': 48}}], 'TotalGpuMemoryInMiB': 48}"
1x_RTXA6000_SECURE,RTXA6000,1.0,8.0,50.0,US,0.49,0.49,US-TX-1,"{'Gpus': [{'Name': 'RTX A6000', 'Manufacturer': 'Nvidia', 'Count': 1, 'MemoryInfo': {'SizeInMiB': 48}}], 'TotalGpuMemoryInMiB': 48}"
1x_RTXA6000_SECURE,RTXA6000,1.0,8.0,50.0,US,0.49,0.49,US-TX-2,"{'Gpus': [{'Name': 'RTX A6000', 'Manufacturer': 'Nvidia', 'Count': 1, 'MemoryInfo': {'SizeInMiB': 48}}], 'TotalGpuMemoryInMiB': 48}"
1x_RTXA6000_SECURE,RTXA6000,1.0,8.0,50.0,US,0.49,0.49,US-TX-3,"{'Gpus': [{'Name': 'RTX A6000', 'Manufacturer': 'Nvidia', 'Count': 1, 'MemoryInfo': {'SizeInMiB': 48}}], 'TotalGpuMemoryInMiB': 48}"
1x_RTXA6000_SECURE,RTXA6000,1.0,8.0,50.0,US,0.49,0.49,US-TX-4,"{'Gpus': [{'Name': 'RTX A6000', 'Manufacturer': 'Nvidia', 'Count': 1, 'MemoryInfo': {'SizeInMiB': 48}}], 'TotalGpuMemoryInMiB': 48}"
